DATE,SHARE CODE,ISSUER NAME,BANK,GOVERNMENT,PRIVATE EQUITY,TRUSTEE BANK,VENTURE CAPITAL,PRIVATE BANK,EXCHANGE TRADED FUNDS,INVESTMENT MANAGER,INVESTMENT ADVISORS,BROKERAGE FIRMS,HEDGE FUND,SOVEREIGN WEALTH FUND,CAPITAL MARKET SUPPORTING INSTITUTIONS AND PROFESSIONS,COMMANDITAIRE VENNOOTSCHAP (CV) OR LIMITED PARTNERSHIP,FIRM,INVESTMENT FUND SELLING AGENT,PEER TO PEER LENDING,PERMANENT ESTABLISHMENT,SOLE PROPRIETORSHIP,CORPORATE,ASSOCIATION/SOCIAL ORGANIZATIONS,STATE OWNED ENTERPRISES,CENTRAL BANK,STATE OWNED COMPANY,DIOCESE,CONFERENCE,CONGREGATION,COOPERATIVES,INTERNATIONAL ORGANIZATION,POLITICAL PARTIES,PARTNERSHIP,EDUCATIONAL INSTITUTION,MUTUAL FUNDS (MF),SECURITIES COMPANY (SC),PENSION FUNDS (PF),FINANCIAL INSTITUTIONAL (IB),INSURANCE (IS),FOUNDATION (FD),INDIVIDUAL (ID),TOTAL SCRIPLESS
31-Mar-2026,PPRO,PP Properti Tbk,1943545,0,0,0,0,99000000,0,2723300,10300,102,0,0,10000100,70300,86,0,0,0,0,125155429,31957,3346819599,0,6980400,0,0,0,51073720,0,0,0,0,169754479,672283254,260317038,0,5476094907,87768800,11262357447,21572384763
31-Mar-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,181700,0,0,0,0,50000,0,0,658887333,0,0,0,100,0,0,390863824,0,0,0,6212871676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209352400,7472207033
31-Mar-2026,PRDA,PRODIA WIDYAHUSADA Tbk,15072900,0,0,311400,2000,30170900,26100,2270400,2780900,30400,9334880,24700,170100,0,0,0,0,0,0,135394200,0,0,0,0,0,0,0,0,0,0,0,5747760,99243300,9552834,700800,0,10558301,0,53608125,375000000
31-Mar-2026,PRIM,ROYAL PRIMA Tbk,26634200,0,0,0,0,0,0,0,9089800,0,0,0,100,10228,0,0,0,0,0,19302907,0,0,0,0,0,0,0,0,0,0,0,0,23442593,801401,0,0,62061,80,1122011535,1201354905
31-Mar-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,7033270,13336300,1355500,1311100,0,1750000,81042500,939000,763400971,38,0,4768100,592100,1139900,1075300,0,0,0,325400,61914058,0,200,6069500,0,0,0,0,120000,0,0,735600,0,85098700,7387113,58744900,0,7500,0,25361852950,26460000000
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,2182500,0,0,0,0,0,0,0,107300,0,0,0,0,0,0,0,0,0,0,117837700,0,0,0,0,0,0,0,0,0,0,0,0,0,17200,0,0,0,0,102208300,222353000
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,86200,0,0,0,0,0,0,0,1300300,0,0,0,100,0,0,0,0,0,0,10221600,0,0,0,0,0,0,0,0,0,0,0,0,0,1181847,0,215000,0,0,164688118,177693165
31-Mar-2026,PSGO,PALMA SERASIH Tbk,298831700,0,0,0,0,662933333,0,0,0,0,0,0,100,0,0,0,0,0,0,484695600,0,0,0,0,0,0,0,0,0,0,0,0,0,184596667,0,0,0,0,1218942600,2850000000
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,5134400,0,107103300,0,0,400000,0,1325000,796643200,0,0,0,100100,4070000,10400000,0,0,0,0,5414954448,0,100,0,0,0,0,0,0,0,0,0,0,72444500,9130550,0,0,0,0,3920842038,10342547636
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,427506,644747,240207500,0,0,1650783,0,5545600,0,47,0,0,105100,880900,0,0,0,0,0,5046993699,0,0,0,0,0,0,549345,0,0,0,0,0,6760987,224396,3102889,462700,0,0,109506954,5417063153
31-Mar-2026,PTBA,BUKIT ASAM (PERSERO) Tbk,126796067,8052019,4189300,34723350,0,31342500,441971609,4209561,50155901,156821,66616100,15885354,6812098,7188709,2112200,0,0,0,500,128192946,0,216812300,529100,15968700,0,0,0,369200,87200,0,86099872,1298900,522422759,89763867,237447610,1526700,381787900,12082300,1391315307,3885916750
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,318700,0,0,0,0,0,0,0,10,0,0,0,100,0,475000000,0,0,0,0,200181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,399478409,875000000
31-Mar-2026,PTIS,INDO STRAITS Tbk,0,0,5000000,0,0,0,0,528400,0,60000,0,0,549700,0,0,0,0,0,0,7544500,0,0,0,0,0,0,0,0,0,0,0,0,0,22855200,0,0,12675100,0,50787100,100000000
31-Mar-2026,PTMP,MITRA PACK Tbk,100,0,18000000,0,0,0,0,0,10426100,0,0,0,100,0,0,0,0,0,0,158532700,0,0,0,0,0,0,0,0,0,0,0,0,0,11277500,0,0,0,0,672839500,871076000
31-Mar-2026,PTMR,MASTER PRINT Tbk,182800,0,1663500,0,0,0,0,0,228700,0,0,0,0,15563400,0,0,0,0,0,230733300,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,186528300,435000000
31-Mar-2026,PTPP,PP (PERSERO) Tbk,17765527,4796300,1594200,0,0,5041600,18447900,0,15189164,140106,0,0,649600,2850000,4500,0,0,0,0,260485322,0,99210100,0,6683901,0,0,0,2070792,0,0,241400,38200,60165166,112553864,51222550,1150684,312336477,17308871,2048003294,3037949518
31-Mar-2026,PTPS,PULAU SUBUR Tbk,2000,0,0,0,0,0,0,0,5410100,0,0,0,0,0,0,0,0,0,0,1540900,0,0,0,0,0,0,0,0,0,0,0,0,11417400,0,0,0,0,0,431644456,450014856
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,0,0,0,0,0,0,0,0,1400,0,0,0,100,0,139993200,32132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510300,175637500
31-Mar-2026,PTRO,PETROSEA Tbk,37220455,0,3198600,20231600,300000,89530900,75077844,21882100,56785478,80,1115200,10809502,70916305,9000,4612700,0,0,0,81000,8148842445,0,0,248100,0,0,1000,0,7200,89300,0,0,0,62211165,349576884,25827057,13157900,8395865,320300,993429020,9993976000
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,6207700,0,0,0,0,0,0,0,778800,0,0,0,350100,0,0,0,0,0,0,1323848300,0,0,0,0,0,0,0,0,0,0,3000000,0,0,7107000,275800,0,0,0,3972776300,5314344000
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,10735780,0,0,0,0,69687954,0,0,9000,69500,0,0,2300,0,0,0,0,0,0,103643566,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,31214900,1524100,0,3675900,220588600
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,1882,0,3000,0,0,2996000,0,0,1480300,5040,0,0,200,0,0,0,0,0,23540,304365418,0,0,0,0,0,0,0,0,0,0,0,0,0,4074158,0,0,432394,0,341517634,654899566
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,0,0,818085900,0,0,0,0,0,0,1000,0,0,290159200,0,0,0,0,0,0,1897174280,0,0,0,0,0,0,0,0,0,0,0,0,0,2801900,0,0,0,10066,3293698556,6301930902
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,0,3747800,0,0,50000,0,0,0,1100,0,0,0,30000,0,115000,900000,0,0,0,375865730,0,0,0,0,0,0,0,0,0,0,0,0,0,149693127,650000,0,485600,401500,831309448,1363249305
31-Mar-2026,PURI,PURI GLOBAL SUKSES Tbk,400,0,0,0,0,0,0,0,4813400,0,0,0,623500,0,463200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235800,0,0,0,0,193863700,200000000
31-Mar-2026,PWON,PAKUWON JATI Tbk,259633892,16426700,80100,187639856,0,176416455,633301653,215493811,693404630,2065927,962949385,376876645,3464500,544400,2062800,0,0,0,15023000,33203844457,1000,200,0,58390800,706800,0,1212000,0,306100,0,43974900,16253411,5837691963,59232877,1655950884,6403000,678776749,43016200,2862247041,48013392136
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,359268871,0,7196080948,0,26218920,4150000,0,15500,1212033,0,0,0,113300,480000,10890500,0,0,0,0,218199240,0,0,0,0,0,7500,0,50000,0,0,0,0,127244200,356109539,14338600,0,572628500,0,2348883806,11236633957
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,9842708,0,0,10200400,0,27541400,0,3675400,314397200,74481,0,0,381600,0,211625400,0,0,0,0,1976904750,0,0,0,0,0,0,340700,0,0,0,0,0,4952300,141400761,0,0,760600,1274000,318503300,3021875000
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,4500600,0,0,0,0,186821200,0,0,408590300,0,0,0,118694200,3462000,0,0,0,0,0,678930900,0,0,0,0,0,0,0,6500000,0,0,0,0,48103300,186974418,0,89500000,0,0,5081543082,6813620000
31-Mar-2026,RAFI,SARI KREASI BOGA Tbk,12100000,0,0,0,0,0,0,0,0,0,0,0,100,3050000,0,0,0,0,0,701400,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1912288924,1928140475
31-Mar-2026,RAJA,RUKUN RAHARJA Tbk,7342100,244800,10039400,9914100,0,2071600,10409771,1290000,21005800,0,0,44042411,9900,461300,175000,0,0,0,11300,2175988604,0,0,0,3737200,0,0,0,220000,0,0,100,0,56981000,12959894,16286624,230300,21215600,382200,1832062996,4227082000
31-Mar-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,21738135,3570400,0,2746100,20000,480000,547700,5988300,146651780,33695,66391600,2841020,495700,673700,0,0,0,0,0,1352173883,0,0,0,435000,0,0,0,0,0,0,0,0,66748198,14975936,58970222,2777000,14053800,32263125,1076365966,2870941260
31-Mar-2026,RANC,SUPRA BOGA LESTARI Tbk,181400,0,0,0,0,100000,0,0,128700,0,0,0,30100,0,0,0,0,0,0,1497290725,0,0,0,0,0,0,0,0,0,0,0,0,0,130100,0,0,0,0,66626475,1564487500
31-Mar-2026,RATU,RAHARJA ENERGI CEPU Tbk,7180400,0,1500,6026722,0,9378800,4809667,1420000,2851000,107,776500,2667633,23600154,133600,192200,0,0,0,1000,2230207138,0,0,0,0,0,0,0,70000,23200,0,0,0,27534374,45613769,13645436,0,1121700,733400,336965500,2714953800
31-Mar-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,0,0,5000,0,0,0,0,0,0,10000,0,0,100,7528,0,0,0,0,12400,192390819,0,123896700,0,0,0,0,0,0,0,0,0,0,141984745,38244,446200,0,451641,65075,2195309874,2654618326
31-Mar-2026,RCCC,UTAMA RADAR CAHAYA Tbk,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,613620550,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,75,173879185,787500000
31-Mar-2026,RDTX,RODA VIVATEX Tbk,2864,0,500,0,0,0,0,100,4600,200,0,0,100,32100,0,0,0,0,0,484412,0,180,0,0,0,0,0,0,0,0,0,0,133800,1750,0,0,17900,0,267828742,268507248
31-Mar-2026,REAL,REPOWER ASIA INDONESIA Tbk,506000,0,1200,0,0,0,0,0,31848000,1400,0,0,100,0,0,0,0,0,0,1038176200,0,0,0,0,0,0,0,0,0,0,0,0,0,40892900,0,0,0,30500,2422673851,3534130151
31-Mar-2026,RELF,GRAHA MITRA ASIA Tbk,1773900,0,0,0,0,0,0,0,10972400,0,0,0,0,0,0,0,0,0,0,4331366800,25100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383693995,5727832195
31-Mar-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,0,0,0,0,0,0,0,0,13400,0,0,0,100,0,0,0,0,0,0,1641730545,0,0,0,0,0,0,0,0,0,0,0,0,0,70882000,0,0,15271000,0,72102955,1800000000
31-Mar-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28047100,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,306186190,334234110
31-Mar-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,0,0,4000,0,0,19622000,0,0,0,0,0,0,20100,0,0,0,0,0,5000,116500,0,0,0,0,0,0,0,0,0,0,0,0,0,1100050,0,0,0,0,277714260,298581910
31-Mar-2026,RIGS,RIG TENDERS INDONESIA Tbk,0,0,0,0,0,0,0,0,143500,30,8904600,0,100,0,67200,0,0,0,0,492121530,0,20000,0,0,0,0,0,0,0,0,0,0,0,22113540,0,0,0,0,83481250,606851750
31-Mar-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,358174399,8194842171,829225226,5001448439,0,0,728996759,196326986,107123076,240041,0,3210900,20627092,1124211,2433494000,2652776,0,198019802,0,4920719739,0,3784665833,0,95200,0,0,0,298809600,0,0,0,0,8444221373,1270599620,70292432,18590100,1799101238,6549252,5389688349,44078838614
31-Mar-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,550053,0,0,0,0,0,39960,0,1017300,121,0,0,148,0,321822000,0,0,0,0,2878515368,0,0,0,0,0,0,0,0,0,0,2442000,0,415128,402696760,0,74800,0,0,92417952,3699991590
31-Mar-2026,RLCO,ABADI LESTARI INDONESIA Tbk,12492300,0,1600,0,0,300000,0,1450000,1076400,1735100,0,0,0,849400,0,0,0,0,0,2675726700,0,0,0,0,0,0,0,0,0,0,42058300,0,0,138481400,0,0,33000,100,250795700,3125000000
31-Mar-2026,RMKE,RMK ENERGY Tbk,22363308,4222922,950500,0,0,2450000,0,45000,2387300,157,0,0,100,479700,14500,0,0,0,0,3673682600,0,0,0,0,0,0,0,110000,0,0,0,0,25774400,2507413,134500,0,514000,10000,189046600,3924693000
31-Mar-2026,RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,6550500,0,0,0,0,440000,0,0,10090700,0,0,0,0,1600,0,0,0,0,60000,197212400,0,0,0,0,0,0,0,0,0,0,0,0,1270000,730500,0,0,0,0,346144300,562500000
31-Mar-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,11200,0,0,0,0,60277000,0,0,76500,0,0,0,100,0,469300,0,0,0,0,597022100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777328898,1435185098
31-Mar-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,7964600,78,678901100,0,0,0,1950000,6107127,6866600,0,0,0,107315900,0,0,34877,0,0,0,14751408,0,75000000,0,0,0,0,0,0,0,0,0,0,13337689,3253273,4800095,0,705309,251919,12670888234,13592128209
31-Mar-2026,RONY,ARACORD NUSANTARA GROUP Tbk,1600,0,0,0,25000,0,0,0,77300,0,0,0,0,0,0,0,0,0,0,1027406100,0,0,0,0,0,0,0,0,0,0,0,0,0,817700,0,0,0,0,221672300,1250000000
31-Mar-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,2966939,88,1370798546,122685011,0,65343977,1500,312900,280300,17,0,377422,1303156,0,0,0,0,0,0,3913539115,0,0,0,0,0,0,0,125000,0,0,0,0,18007588,72067346,180200,136400,825500,975000,90698106,5660624111
31-Mar-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,1870300,0,127340400,0,0,0,0,0,5101000,0,0,0,0,0,0,0,0,0,0,127015200,0,0,0,0,0,0,0,0,0,0,0,0,0,27929100,0,0,0,0,240744000,530000000
31-Mar-2026,RSGK,KEDOYA ADYARAYA Tbk,0,0,0,0,252100,2235000,0,0,1263700,0,0,0,10100,0,0,0,0,0,0,879809794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46104306,929675000
31-Mar-2026,RUIS,RADIANT UTAMA INTERINSCO Tbk,96400,0,0,1000000,0,0,0,0,1640800,15,0,0,1153660,0,0,0,0,0,15400,256205450,0,0,0,0,0,0,0,0,0,0,0,0,2499000,106511600,2153000,0,0,0,334572675,705848000
31-Mar-2026,RUNS,GLOBAL SUKSES SOLUSI Tbk,0,0,0,0,0,0,0,0,0,0,0,0,1329700,0,0,0,0,0,0,2688500,0,0,0,0,0,0,0,0,0,0,0,0,0,400200,0,0,0,0,478625175,483043575
31-Mar-2026,SAFE,STEADY SAFE Tbk,632727,0,456957413,7250,0,229108002,0,91,561356,498543,0,0,24490,0,1,0,0,0,5000,63995938,0,600,0,0,0,0,0,0,0,0,0,0,0,5294195,0,15154,0,0,42126755,799227515
31-Mar-2026,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,2274300,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,4000000,0,13456700,0,0,0,0,0,0,0,0,0,0,0,0,468034800,50050,0,0,0,2600,1897458710,2385277260
31-Mar-2026,SAME,SARANA MEDITAMA METROPOLITAN Tbk,17532418,0,0,0,13641950,6951900,3478600,0,2508450,84,0,1254900,495,57,86500,0,0,0,0,15955261125,0,0,0,0,0,0,0,0,0,0,0,0,135855850,22292751,488800,507100,2330500,14354,1002426711,17164632545
31-Mar-2026,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,1087400,0,0,0,0,0,0,0,147400,0,0,0,200,0,0,0,0,0,0,1369703300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179061700,1550000000
31-Mar-2026,SAPX,SATRIA ANTARAN PRIMA Tbk,28591700,0,0,0,0,1662600,0,0,295200,0,0,0,2591000,0,0,0,0,0,0,758833300,0,0,0,0,0,0,0,0,0,0,0,0,0,1014500,0,0,0,0,40345000,833333300
31-Mar-2026,SATU,KOTA SATU PROPERTI Tbk,14300500,0,0,0,0,0,0,0,7428000,0,0,0,100,0,0,0,0,0,0,681709,0,0,0,0,0,0,0,0,0,0,0,0,0,5338000,0,0,0,0,766001691,793750000
31-Mar-2026,SBAT,SEJAHTERA BINTANG ABADI TEXTILE Tbk,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,758534300,0,0,0,0,0,0,0,0,0,0,0,0,0,110339,0,0,0,500,2840833318,3599478557
31-Mar-2026,SBMA,SURYA BIRU MURNI ACETYLENE Tbk,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,2637905,0,0,0,0,277284777,279926282
31-Mar-2026,SCCO,SUPREME CABLE MANUFACTURING & COMMERCE Tbk,694200,1392000,0,0,0,800,0,876400,39508,0,0,0,20600,0,0,0,0,0,0,66559600,0,0,0,0,0,0,0,0,0,0,0,0,28812644,3789780,0,0,2080000,0,37885544,142151076
31-Mar-2026,SCMA,SURYA CITRA MEDIA Tbk,17271553,10094900,7910500,550000,0,24328225,899067700,3151800,32657089,25187,0,390392500,77100,0,3006250,0,0,0,2837800,66979444726,0,0,0,18525175,0,0,0,0,0,0,0,0,1275865413,52701585,245708458,4523300,238183000,75480976,3688765068,73970568305
31-Mar-2026,SCNP,SELARAS CITRA NUSANTARA PERKASA Tbk,0,0,0,0,0,0,0,0,368600,0,0,0,100,0,0,0,0,0,0,320059400,0,0,0,0,0,0,0,0,0,0,0,0,119086500,72000,0,0,0,0,60413400,500000000
31-Mar-2026,SCPI,ORGANON PHARMA INDONESIA Tbk,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864,3562250
31-Mar-2026,SDMU,SIDOMULYO SELARAS Tbk,2136900,0,0,0,0,0,0,0,12835100,0,0,0,28850,0,0,0,0,0,0,18895525,0,205000000,0,0,0,0,0,0,0,0,0,0,400,75,0,0,0,0,1621981750,1860878600
31-Mar-2026,SDPC,MILLENNIUM PHARMACON INTERNATIONAL Tbk,7359950,0,0,0,0,0,0,0,495000,0,0,0,100,0,7570600,0,0,0,0,1083860004,0,0,0,0,0,0,0,0,0,0,0,0,0,11810,0,0,42962830,0,127715995,1269976289
31-Mar-2026,SDRA,BANK WOORI SAUDARA INDONESIA 1906 Tbk,13437489033,0,130,0,0,0,0,0,95000,0,0,0,37208,0,0,0,0,0,0,1010863397,0,0,0,0,0,0,0,0,0,0,0,0,0,941408,0,0,0,250,239581033,14689007459
31-Mar-2026,SEMA,SEMACOM INTEGRATED Tbk,2718400,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,800000,100,0,0,15000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,443725142,447258842
31-Mar-2026,SFAN,SURYA FAJAR CAPITAL Tbk,35600,0,0,0,0,0,0,0,700,0,0,0,100,6943500,0,0,0,0,0,1133790570,0,0,0,0,0,0,0,0,0,0,0,0,519000,0,0,0,0,0,84806821,1226096291
31-Mar-2026,SGER,SUMBER GLOBAL ENERGY Tbk,2036471,0,442826277,0,0,11910714,9588,0,47298220,74,0,0,680278,0,103010,0,0,0,78,2549564316,0,0,0,0,0,0,0,600380421,0,0,0,0,2601500,1720201,294678,0,3707000,1766,3305858192,6968992784
31-Mar-2026,SGRO,PRIME AGRI RESOURCES Tbk,840900,0,0,0,0,1387000,365150,385,40700,5066,0,0,389495,0,300,0,0,0,0,1795437014,0,0,0,0,0,0,0,0,0,0,0,0,3166514,310945,221300,0,385500,0,16071731,1818622000
31-Mar-2026,SHID,HOTEL SAHID JAYA INTERNATIONAL Tbk,6660,0,0,0,0,0,0,200,20,2500,0,0,100,0,0,0,0,0,0,937826428,0,0,0,0,0,0,0,0,0,0,4657500,0,0,24180,1365000,8300,1923700,20,152165640,1097980248
31-Mar-2026,SHIP,SILLO MARITIME PERDANA Tbk,0,0,0,0,0,0,0,44000,2200,0,0,0,4054600,0,0,0,0,0,0,2518090662,0,0,0,0,0,0,0,0,0,0,119670800,0,0,16195600,0,0,0,0,61732138,2719790000
31-Mar-2026,SICO,SIGMA ENERGY COMPRESSINDO Tbk,127000,0,0,0,0,0,0,0,22000,0,0,0,100,0,613000000,0,0,0,0,1034200,0,0,0,0,0,0,0,0,0,0,0,0,0,1355440,0,0,0,10,294539014,910077764
31-Mar-2026,SIDO,INDUSTRI JAMU DAN FARMASI SIDO MUNCUL Tbk,54884348,6069271,6064,45922148,282294707,37354799,297862017,7141451,60687200,211110,1752034,31661584,3740256,17703290,1000,0,0,0,19800,18533256854,5200,195857200,0,26230737,0,0,0,9829422,1637435,0,5897142,5136728,942023787,109273693,927332675,6061610,204993976,9719088,2747130780,24571697406
31-Mar-2026,SILO,SILOAM INTERNATIONAL HOSPITALS Tbk,125310962,0,8329093832,11778172,0,55318080,1514913,4293500,6476811,131,0,0,22732182,0,586800,0,0,0,2600,2962738743,0,0,0,100300,0,0,0,0,0,0,0,0,276110722,18836709,9774396,0,61158836,0,119512191,12005339880
31-Mar-2026,SIMA,SIWANI MAKMUR Tbk,26274526,53344500,0,0,0,0,0,50216,815,1171,0,0,0,100000,0,0,0,0,0,753542,0,5722541,0,0,0,0,0,0,0,0,62,0,65890027,44466751,573624,251,21610424,100000,223285672,442174122
31-Mar-2026,SIMP,SALIM IVOMAS PRATAMA Tbk,27265353,11961171,7507000,3439522,0,35070117,9287300,21827400,11430869,2010076,0,5095400,1298672,112000,0,0,0,0,0,94281662,0,0,1873200,25000,0,0,0,0,0,0,0,0,106188996,268094369,40962653,5809189,222377300,5814000,1966026880,2847758129
31-Mar-2026,SINI,SINGARAJA PUTRA Tbk,228000,0,0,0,0,20000,0,0,100,0,0,0,100,158800,0,0,0,0,0,319477100,0,0,0,0,0,0,0,0,0,0,0,0,320200,474100,0,0,0,0,160321600,481000000
31-Mar-2026,SIPD,SREEYA SEWU INDONESIA Tbk,267306,1918865,78716,0,0,1748700,0,26,45565,300,0,0,1878000,0,0,0,0,0,0,1742767732,0,1360,0,0,0,0,0,0,0,0,0,0,0,24791732,0,10,65,3,62738167,1836236547
31-Mar-2026,SKBM,SEKAR BUMI Tbk,117543690,50,522770820,0,0,0,0,0,203100,114100,0,0,100,0,0,0,0,0,0,175511388,0,0,0,0,0,0,0,0,0,0,0,0,0,1942481,0,160200,0,0,104115040,922360969
31-Mar-2026,SKLT,SEKAR LAUT Tbk,73050600,0,3502683120,0,0,1210000,0,0,687100,0,0,0,5000,0,0,0,0,0,0,3191296380,0,0,0,0,0,0,0,0,0,0,0,0,0,2035200,0,1726800,0,0,133118800,6905813000
31-Mar-2026,SKRN,SUPERKRANE MITRA UTAMA Tbk,977900,0,403057606,0,3500,290000,0,0,868700,0,0,0,1388900,0,0,0,0,0,0,593802773,0,0,0,0,0,0,0,0,0,0,0,0,0,1514600,0,0,0,0,498096021,1500000000
31-Mar-2026,SKYB,NORTHCLIFF CITRANUSA INDONESIA Tbk,52646100,0,89420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155217700,0,0,0,0,0,0,0,0,0,0,0,0,144065900,202300,0,0,0,0,143448000,585000000
31-Mar-2026,SLIS,GAYA ABADI SEMPURNA Tbk,12393700,0,350000,0,0,0,0,0,16538200,0,0,0,100,160400,0,0,0,0,0,1125639100,1000,0,0,0,0,0,0,1150000,0,0,0,0,0,6539000,0,0,0,0,1300567989,2463339489
31-Mar-2026,SMAR,SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk,716020,0,0,0,0,50000,46200,2700,233670,2554,0,0,5600,0,0,0,0,0,0,60235335,0,0,0,0,0,0,0,138309100,0,0,2000,0,326200,223731,1215000,14160,3999085,105060,11336585,216823000
31-Mar-2026,SMBR,SEMEN BATURAJA (PERSERO) Tbk,3913865,87,0,0,0,0,38113600,0,3625500,85,0,0,702400,1273100,0,0,0,0,0,11863000,3100,472428600,0,30000,0,0,0,10600,0,0,0,0,146384804,2963391,11296215,0,784084300,77700,955763889,2432534236
31-Mar-2026,SMCB,SOLUSI BANGUN INDONESIA Tbk,4990122,0,0,540000,0,5184914,0,33041,58200,224294,0,0,696309,0,17800,0,0,0,0,1367996036,0,7533148986,0,319500,0,0,25000,32500,0,0,7000,0,0,3361021,4691800,0,30000,288000,77870461,8999514984
31-Mar-2026,SMDM,SURYAMAS DUTAMAKMUR Tbk,0,0,0,0,0,0,0,0,258300,10000,0,0,100,0,0,0,0,0,0,4723137563,0,0,0,0,0,0,0,0,0,0,0,0,0,553314,0,0,500,10,48016575,4771976362
31-Mar-2026,SMDR,SAMUDERA INDONESIA Tbk,57340070,20763720,25700,0,0,0,20217474,5660500,91564600,15,0,1537500,28900,7228700,25000,0,0,0,0,941667950,0,0,3569564,0,0,0,286800,1059500,0,0,2299000,0,473591653,121779783,274412121,2441200,36640900,1,2040360499,4102501150
31-Mar-2026,SMGA,SUMBER MINERAL GLOBAL ABADI Tbk,7607600,0,19832200,0,0,0,0,800000,49151100,0,0,0,0,0,2019500,0,0,0,0,3085862800,2000,0,0,0,0,0,0,0,0,0,0,0,0,502400,0,0,0,0,1184222400,4350000000
31-Mar-2026,SMGR,SEMEN INDONESIA (PERSERO) Tbk,73511004,268302,26314318,62017094,100,11122880,138066305,1597579,48300504,593519,65788007,187654232,14527360,1310461,1200,0,0,0,0,79490947,29600,102022800,68197189,22788506,0,1000,10000,376800,7917169,0,1353117,5187488,1209717423,18841281,204210483,1150288,402400410,16323959,521888009,3293078334
31-Mar-2026,SMIL,SARANA MITRA LUAS Tbk,2127900,0,87800,0,0,600000,0,0,14104300,0,0,0,0,86517800,0,0,0,0,0,42859800,0,0,0,0,0,0,0,0,0,0,0,0,4000000,451217420,0,0,167300000,200,1432853249,2201668469
31-Mar-2026,SMKL,SATYAMITRA KEMAS LESTARI Tbk,89000,0,65540800,0,0,0,0,0,178400,0,0,0,100,0,0,0,0,0,0,152241000,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,450035950,668085290
